,id,intitule,description,dateCreation,dateActualisation,lieuTravail,romeCode,appellationlibelle,typeContrat,salaire,dureeTravailLibelleConverti,qualificationLibelle,secteurActiviteLibelle,langues,formations,permis,latitude,longitude
42,9807761,Data analyst (H/F),"Analyse des données (économiques, statistiques, ...) et les restitue en une information opérationnelle et stratégique d'aide à la décision pour la structure, l'entreprise.
Peut réaliser et mettre en oeuvre le recueil de données.
Peut coordonner une équipe ou diriger un service.",2024-01-18,2024-01-18,93 - Seine Saint Denis,M1403,Data analyst,CDD,,,,,,,,48.850959,2.422351
43,9805783,Consultant Tableau - Data Analyst H/F,"Description de l'entreprise
 Fondée en 2014, Actinvision est un regroupement de Data Heroes accompagnant différents acteurs dans leur transformation vers une culture data. Créant un lien de confiance avec ses clients, elle donne à ces derniers les moyens d'analyser leurs innombrables données. Mêlant expertise technique de haut niveau et créativité sans limites, elle développe des approches personnalisées destinées à valoriser les données de l'organisation.
 Actinvision, c'est aujourd'hui plus de 300 clients en France et à l'international dans divers secteurs, allant de l'industrie à la grande distribution en passant par le secteur financier. Son fief se trouve dans la région Grand Est et plus précisément en Alsace, à Strasbourg. C'est de là qu'est dirigé l'ensemble des opérations, notamment mené à travers un second bureau, positionné à Paris.
 Actinvision est, en interne, une communauté multiculturelle ""fun"" orientée autour de la data et, en externe, un partenaire reconnu et privilégié par de nombreuses entreprises leaders du marché : Tableau, Alteryx, Snowflake, Microsoft, Talend, etc.
 Entreprise accréditée ""Happy at Work"" par ChooseMyCompany
 Descriptif du poste :
 Vous serez amené⸱e à travailler sur différents projets innovants et ambitieux, pour des clients de toute taille, dans des secteurs divers et variés tels que l'agroalimentaire, le commerce, la distribution, la banque, la finance, le luxe, l'énergie, l'industrie, la pharma/chimie ou encore la santé.
 En tant que Consultant Tableau passionné⸱e, à la suite d'une période d'intégration destinée à vous familiariser avec la méthodologie Actinvision, vous interviendrez dans toutes les phases de projets, de l'analyse du besoin client à la livraison de la solution technique en passant par le chiffrage et le développement de la solution. Vous évoluerez en équipe mais également de façon autonome dans un environnement technique porteur d'innovations.
 Le développement des compétences est un aspect primordial. Ce développement continu est appuyé par les ressources officielles mises à disposition par l'ensemble des éditeurs partenaire d'Actinvision et complété par des ressources internes. Les compétences acquises pourront être valorisées aux travers de certifications éditeurs hautement qualifiantes.
 MISSIONS PRINCIPALES :
 * Concevoir, designer efficacement et maintenir des rapports et tableau de bords dans le respect des règles de bonnes pratiques / de Storytelling
 * Participer à la réalisation de POC Dataviz (Tableau Software)
 * Chiffrer les projets / Analyser les besoins ainsi que les contraintes techniques
 * Préparation de sources de données, réaliser les modèles de données
 * Accompagnement des clients, coaching
 * Audit d'écosystèmes existants (amélioration visuelle des Dashboards, optimisation des performances, des coûts, de la sécurité, etc.)
 * Assurer la veille technologique
 Profil :
 De formation Bac+5 en informatique, vous disposez de minimum 2 ans d'expérience sur un poste similaire.
 Savoir-faire, compétences techniques requises :
 * Visualisation, élaboration de rapports / tableau de bords Tableau Software
 * Calculs avancés (e.g. expressions LOD côté Tableau Software)
 * Collaboration et partage (via Tableau Server)
 * Modélisation de données
 Savoir-faire, compétences techniques appréciées :
 * Administration de Tableau Server
 * Connaissance des bases de données (e.g. Snowflake, Google BigQuery, SQL Server ou Oracle)
 * Modélisation et conception d'entrepôts de données (Data Warehouses)
 * Utilisation d'un outil d'intégration (e.g. Azure Data Factory, SSIS ou Talend)
 Savoir-être, compétences fonctionnelles :
 * Passion pour la Data
 * Autonomie / Travail et esprit d'équipe (incluant le partage des connaissances)
 * Force de proposition / Capacité à rechercher et trouver des solutions
 * Créativité et curiosité
 * Dynamisme et réactivité
 * Sens du service
 * Capacité à participer à l'animation de la communauté (interne et externe)
 * Anglais technique
 Type d'emploi : Temps plein, CDIStatut : Cadre
 Salaire : 42 000,00€ à 65 000,00€ par an
 Avantages :
 * RTT
 Programmation :
 * Du lundi au vendredi
 * Travail en journée
 Types de primes et de gratifications :
 * Primes
 Lieu du poste : En présentiel",2024-01-18,2024-01-18,75 - Paris (Dept.),M1403,Data analyst,CDI,,,,,,,,,
44,9804880,Data Analyst H/F,"DESCRIPTIF DE LA MISSION
 Les prestations consistent à accompagner le client final sur les sujets suivants :
 - Assistance technique sur les projets data
 - Analyse technique de l'existant
 - Dataprep
 - Mise à jour de l'existant
 - Migration de l'ancien système
 - Dataviz via Qlik
 - Suivi et priorisation des demandes
 - Préparation de la donnée en Javascript
 COMPETENCES TECHNIQUES :
 - maîtrise de Qlik View- connaissance du secteur des assurances- connaissance des technologies décisionnelles et data
 - maitrise SQL, Qlikview, Javascript
 Type d'emploi : Temps plein, CDI
 Salaire : à partir de 32 000,00€ par an
 Avantages :
 * Horaires flexibles
 * Prise en charge du transport quotidien
 * RTT
 Exigences linguistiques flexibles :
 * Français non requis
 Formation:
 * Bac +5 (Master / MBA) (Optionnel)
 Lieu du poste : Télétravail hybride (79000 Niort)",2024-01-18,2024-01-18,79 - Sèvres (Deux),M1403,Data analyst,CDI,,,,,,,,,
45,9803316,Analyste de données client / customer data analyst F/H - Qualité (H/F),"Descriptif du poste:

Nous recrutons notre futur(e) analyste de données client pour rejoindre notre équipe Analyses et Prévisions !

Vous avez pour objectif de mettre en œuvre un ensemble d'outils destinés à développer une bonne connaissance du comportement clients et à entretenir des relations individualisées et interactives avec chacun d'entre eux dans le but d'accompagner les décisions stratégiques et les performances commerciales de l'entreprise. Vous êtes responsable de la qualité de la DATA clients.

 

Vos missions principales :

 

Gestion et exploitation d'une base de données clients


* Participer à la conception des outils/méthodes d'acquisition et de centralisation des données depuis un ensemble de bases hétérogènes

* Collecter, sélectionner et valider les données clients pertinentes pour l'analyse et l'exploitation dans un contexte multi-canal

* Convertir et cartographier les données extraites des bases de données dans un format accessible et exploitable par les équipes métiers (requêtages, comptages, ciblages des campagnes courrier)

* Tester, contrôler la qualité et la cohérence des bases de données clients

* Participer aux réunions de gouvernance de la data avec le SI

* Améliorer la qualité et enrichir les bases de données clients de l'entreprise.

* Conformité RGP : vérifier la qualité des opt-in et des opt-out et mettre à jour le registre des traitements.


Analyses des comportements d'achat et développement de la connaissance client


* Suivre l'activité des comptes clients, leur cycle de vie et toutes les interactions one to one (relation client, réclamations.)

* Assurer le reporting KPI (Key Performance Indicator) du recrutement et de la fidélisation

* Mener des analyses quantitatives dans le but de mieux cerner les comportements des clients

* Optimiser la segmentation clients à partir des statistiques et des données collectées

* Analyser le taux de rétention client et identifier les éléments y contribuant

* Identifier les produits et prestations de services sources d'insatisfaction du client

* Développer, faire évoluer les tableaux de bord du BI Clients développé sous Qlik Sense


Gestion de la data marketing automation : Marketing Cloud Salesforce


* Garantir le bon fonction des flux quotidiens

* Mettre en place les flux d'alimentation de la data master qui permet à l'équipe web de réaliser les scénarii souhaités

* Participer à l'optimisation de la personnalisation des messages en intervenant sur l'écriture AMPscript

 

Condition d'exercice du poste :

Poste en CDI

Statut Cadre au forfait jours
Prise de poste souhaitée dès que possible
Poste basé à Quiberon, avec une possibilité de 2 jours hebdomadaires de télétravail maximum, une fois la période d'intégration ter

Profil recherché:

Vous êtes issu(e) d'une formation supérieure en data marketing, statistiques ou digital (minimum BAC+4).

Vous justifiez d'une expérience professionnelle de  minimum 3 ans dans le domaine de l'extraction, l'analyse de données et la production de reporting, idéalement dans le domaine de la relation client.

Vous avez une double compétence aussi bien business (CRM, Marketing, Commerce.) que technique (solides bases en SQL + utilisation avancée Excel + expérience  sur des outils de BI et de marketing automation)

Vous avez une bonne connaissance des outils de manipulation de données et des méthodes d'analyse des comportements clients

Doté(e) d'un esprit d'analyse et logique vous êtes passionné(e) par les chiffres et la Data. Votre rigueur, votre capacité à structurer et à synthétiser les données vous permettent de fournir des outils de pilotage fiables à l'ensemble de vos interlocuteurs métier.

Sensibilité pour les nouvelles technologies et pour les sujets qui touchent au développement de l'expérience client.

Vous savez aujourd'hui l'essentiel. Si l'aventure vous intéresse, c'est maintenant à vous de nous en dire un peu plus sur vous ! Envoyez-nous votre candidature et surtout démarquez-vous !",2024-01-18,2024-01-18,56 - QUIBERON,H1502,Responsable qualité conformité réglementaire,CDI,,,Cadre,Fabrication d'autres textiles techniques et industriels,,,,47.487057,-3.118525
46,167XSTH,Chef de projet Data Analyse NANCY (H/F),"Le data analyst valorise l'ensemble des données d'une entreprise pour en faire un levier de création de valeur. Il utilise notamment les données recueillies en masse (big data) pour réaliser les nombreux tableaux de bord nécessaires à différents services de l'entreprise (marketing, relations clients, production ). Il est également en charge de construire des modèles statistiques pour éclairer les services opérationnels :
 
Le data analyst aura pour missions de :
- Extraire et structurer les données
	- Extraire les données nécessaires à l'analyse (Web scraping, API ).
	- Définir des règles de gestion de nettoyage des bases de données (formatage, suppression des 	doublons ) et de structuration des différentes bases de données entre elles.
	- Écrire et rédiger les spécifications d'automatisation des règles de gestion à la direction des 	systèmes d'information ou à la maîtrise d'ouvrage.
	- Maîtriser la qualité des données tout au long de leur traitement.
- Analyse et exploration des données
	- Analyser les données : mettre en avant les corrélations, définir les valeurs aberrantes.
	- Réaliser des tableaux de bord ou des outils de reporting industrialisés.
	- Réaliser des tests statistiques sur les données.
	- Déterminer ou construire les variables importantes à introduire dans les modèles 	statistiques.
Etudes sur des périmètres comme analyse des usages de Pulsy
Analyse sur de la données métier dans le but d'optimiser les prises en charge des patients
- Communication avec les pôles
	- Participer aux réunions afin de déterminer les besoins internes.
	- Comprendre précisément les problématiques métiers et les traduire de manière 	analytique.
	- Communiquer les résultats et les solutions avec les équipes métiers.
	- Présenter les résultats des analyses grâce à des outils de data visualisation.
- Veille technologique sur les outils d'analyse de données
	- Effectuer une veille sur les nouvelles technologies et solutions logicielles d'analyse des 	données.
	- Rechercher et expérimenter de nouvelles méthodes de modélisation et d'analyse des données.
	- Sélectionner les nouveaux outils et techniques d'analyse des données.
- Participer à la qualité et à la sécurité du Système d'Informations

Doté d' un sens de l'écoute et d'une rigueur sans faille, le data analyst fait également preuve de pédagogie. Il est naturellement curieux de son secteur et à un goût pour l'innovation.  Il est force de proposition

Issu d'une formation Bac +3/5 en statistiques, le data analyst possède une expertise en base de données (SqL/NoSql). Le data analyst maitrise les langages de programmation, les outils de data visualisation, les analyses de données et les systèmes d'exploitations.",2024-01-18,2024-01-22,54 - NANCY,M1403,Data analyst,CDI,"Annuel de 30000,00 Euros à 45000,00 Euros sur 12 mois",Temps plein,Cadre,"Administration publique (tutelle) de la santé, de la formation, de la culture et des services sociaux, autre que sécurité sociale",,,,48.68793,6.171514
47,167XSSJ,Chef de projet Data Analyse STRASBOURG (H/F),"Le data analyst valorise l'ensemble des données d'une entreprise pour en faire un levier de création de valeur. Il utilise notamment les données recueillies en masse (big data) pour réaliser les nombreux tableaux de bord nécessaires à différents services de l'entreprise (marketing, relations clients, production ). Il est également en charge de construire des modèles statistiques pour éclairer les services opérationnels :
 
Le data analyst aura pour missions de :
- Extraire et structurer les données
	- Extraire les données nécessaires à l'analyse (Web scraping, API ).
	- Définir des règles de gestion de nettoyage des bases de données (formatage, suppression des 	doublons ) et de structuration des différentes bases de données entre elles.
	- Écrire et rédiger les spécifications d'automatisation des règles de gestion à la direction des 	systèmes d'information ou à la maîtrise d'ouvrage.
	- Maîtriser la qualité des données tout au long de leur traitement.
- Analyse et exploration des données
	- Analyser les données : mettre en avant les corrélations, définir les valeurs aberrantes.
	- Réaliser des tableaux de bord ou des outils de reporting industrialisés.
	- Réaliser des tests statistiques sur les données.
	- Déterminer ou construire les variables importantes à introduire dans les modèles 	statistiques.
Etudes sur des périmètres comme analyse des usages de Pulsy
Analyse sur de la données métier dans le but d'optimiser les prises en charge des patients
- Communication avec les pôles
	- Participer aux réunions afin de déterminer les besoins internes.
	- Comprendre précisément les problématiques métiers et les traduire de manière 	analytique.
	- Communiquer les résultats et les solutions avec les équipes métiers.
	- Présenter les résultats des analyses grâce à des outils de data visualisation.
- Veille technologique sur les outils d'analyse de données
	- Effectuer une veille sur les nouvelles technologies et solutions logicielles d'analyse des 	données.
	- Rechercher et expérimenter de nouvelles méthodes de modélisation et d'analyse des données.
	- Sélectionner les nouveaux outils et techniques d'analyse des données.
- Participer à la qualité et à la sécurité du Système d'Informations

Doté d' un sens de l'écoute et d'une rigueur sans faille, le data analyst fait également preuve de pédagogie. Il est naturellement curieux de son secteur et à un goût pour l'innovation.  Il est force de proposition

Issu d'une formation Bac +3/5 en statistiques, le data analyst possède une expertise en base de données (SqL/NoSql). Le data analyst maitrise les langages de programmation, les outils de data visualisation, les analyses de données et les systèmes d'exploitations.",2024-01-18,2024-01-22,67 - STRASBOURG,M1403,Data analyst,CDI,"Annuel de 30000,00 Euros à 45000,00 Euros sur 12 mois",Temps plein,Cadre,"Administration publique (tutelle) de la santé, de la formation, de la culture et des services sociaux, autre que sécurité sociale",,,,48.579831,7.761454
48,167XRNQ,Chef de projet Data Analyse REIMS (H/F),"Le data analyst valorise l'ensemble des données d'une entreprise pour en faire un levier de création de valeur. Il utilise notamment les données recueillies en masse (big data) pour réaliser les nombreux tableaux de bord nécessaires à différents services de l'entreprise (marketing, relations clients, production ). Il est également en charge de construire des modèles statistiques pour éclairer les services opérationnels :
 
Le data analyst aura pour missions de :
- Extraire et structurer les données
	- Extraire les données nécessaires à l'analyse (Web scraping, API ).
	- Définir des règles de gestion de nettoyage des bases de données (formatage, suppression des 	doublons ) et de structuration des différentes bases de données entre elles.
	- Écrire et rédiger les spécifications d'automatisation des règles de gestion à la direction des 	systèmes d'information ou à la maîtrise d'ouvrage.
	- Maîtriser la qualité des données tout au long de leur traitement.
- Analyse et exploration des données
	- Analyser les données : mettre en avant les corrélations, définir les valeurs aberrantes.
	- Réaliser des tableaux de bord ou des outils de reporting industrialisés.
	- Réaliser des tests statistiques sur les données.
	- Déterminer ou construire les variables importantes à introduire dans les modèles 	statistiques.
Etudes sur des périmètres comme analyse des usages de Pulsy
Analyse sur de la données métier dans le but d'optimiser les prises en charge des patients
- Communication avec les pôles
	- Participer aux réunions afin de déterminer les besoins internes.
	- Comprendre précisément les problématiques métiers et les traduire de manière 	analytique.
	- Communiquer les résultats et les solutions avec les équipes métiers.
	- Présenter les résultats des analyses grâce à des outils de data visualisation.
- Veille technologique sur les outils d'analyse de données
	- Effectuer une veille sur les nouvelles technologies et solutions logicielles d'analyse des 	données.
	- Rechercher et expérimenter de nouvelles méthodes de modélisation et d'analyse des données.
	- Sélectionner les nouveaux outils et techniques d'analyse des données.
- Participer à la qualité et à la sécurité du Système d'Informations

Doté d' un sens de l'écoute et d'une rigueur sans faille, le data analyst fait également preuve de pédagogie. Il est naturellement curieux de son secteur et à un goût pour l'innovation.  Il est force de proposition

Issu d'une formation Bac +3/5 en statistiques, le data analyst possède une expertise en base de données (SqL/NoSql). Le data analyst maitrise les langages de programmation, les outils de data visualisation, les analyses de données et les systèmes d'exploitations.",2024-01-18,2024-01-19,51 - REIMS,M1403,Data analyst,CDI,"Annuel de 30000,00 Euros à 45000,00 Euros sur 12 mois",Temps plein,Cadre,"Administration publique (tutelle) de la santé, de la formation, de la culture et des services sociaux, autre que sécurité sociale",,,,49.250948,4.055595
49,9804454,Business Analyst F/H/X (H/F),"Le groupe Infopro Digital recrute un Business Analyst en CDI pour l'activité « Abonnements Médias ».
 Rejoindre l'activité « Abonnements Médias » et plus précisément le service « Data/CRM » d'INFOPRO DIGITAL, c'est intégrer un département dynamique à taille humaine et en pleine croissance.
 La BU « Abonnements Médias » d'Infopro Digital a en charge le développement de l'activité abonnement de 40 marques B to B de référence sur leur marché (l'Usine Nouvelle, LSA, le Moniteur des travaux publics et du bâtiment, la Gazette des Communes, l'Argus de l'assurance...)
 Description de tes missions
 Rattaché au Directeur du service, et évoluant dans un environnement hautement collaboratif et dynamique, tu participeras au pilotage de l'activité et à la modélisation de son évolution à partir des éléments suivants :
 1. L'analyse de données business :- Suivre l'évolution des KPI's de l'activité : conquête / fidélisation / pmv- Analyser la progression du volume/valeur de ton portefeuille abonné- Piloter l'évolution des coûts (COGS / coûts de promotion / coûts de fidélisation / masse salariale) et mesure des ROI- Participer à la définition et à la mise en place du suivi de nouveaux KPI's : effet downsell / upsell / discount etc.
 2. L'analyse de données marché :- Estimer la taille de marchés cible et étudier les tendances et évolutions de ces marchés- Suivre le taux de pénétration de nos produits sur les marchés cible
 3. La modélisation prévisions budgétaires :- Analyser et modéliser les impacts des différents KPI's (conquête / fidélisation/tarif) sur l'évolution du CA de la BU- Prendre en main, étendre et perfectionner les outils de modélisation existant- Synthétiser les résultats de ces modélisations pour en donner une vision agrégée pour alimenter les prises de décision
 4. Le Reporting :- Mettre à jour et enrichir les rapports mensuels d'activité à destination de la direction générale
 A compter du second semestre 2024, nos locaux seront situés aux portes de Paris et à proximité immédiate du métro ligne 4 (mairie de Montrouge), du tramway T3A (Cité universitaire) et du RER B (Gentilly).
 Ton profil
 Le métier de Business Analyst au sein du groupe Infopro Digital est fait pour toi si :- Tu disposes d'une formation supérieure d'ingénieur ou de commerce avec idéalement une première expérience ou une alternance dans un domaine analytique (finance, contrôle de gestion, audit, statistique, étude...)- Tu as le goût pour les chiffres et une forte capacité d'analyse et de synthèse- Tu maîtrises Excel parfaitement ainsi que les outils de dataviz type Power BI et idéalement tu as connaissance d'outils et/ou de méthodes de modélisation budgétaire- Tu es force de proposition et a des capacités de communication pour établir des recommandations stratégiques- Tu aimes travailler en équipe et en mode projets
 Envie de missions passionnantes au service des professionnels ?
 Chez Infopro Digital, vous évoluez dans un environnement de travail stimulant où vous apprenez en permanence. Vous aurez la chance de travailler avec des équipes multidisciplinaires sur des projets innovants et de vous voir confier de véritables responsabilités. Avec une forte culture entrepreneuriale et plus de 300 métiers, Infopro Digital offre de nombreuses opportunités de carrière.
 En savoir plus sur nous
 Infopro Digital est un groupe B2B spécialiste de l'information et des technologies. Présent dans 18 pays, le groupe comprend 4 000 collaborateurs de 55 nationalités.Infopro Digital connecte les communautés professionnelles.Nos marques sont leaders dans les cinq univers clé de l'économie : construction et secteur public, automobile, industrie, risques & assurances et distribution.Avec nos solutions, les décideurs prennent des décisions éclairées et les entreprises développent durablement leur activité commerciale et leur performance.
 Type d'emploi : CDI
 Avantages :
 * Prise en charge du transport quotidien
 * Restaurant d'entreprise
 * RTT
 * Travail à domicile occasionnel
 Programmation :
 * Du lundi au vendredi
 * Travail en journée
 Types de primes et de gratifications :
 * 13ème Mois
 Formation:
 * Bac +5 (Master / MBA) (Optionnel)
 Lieu du poste : En présentiel",2024-01-18,2024-01-18,92 - Hauts de Seine,M1403,Data analyst,CDI,,,,,,,,,
50,167XWJP,Data Scientist (H/F),"L'entreprise

Cette start-up est basée au Technopole de l'Environnement à Aix-en-Provence. Les métiers de la société comprennent la conception, la fourniture et l'exploitation de stations de recharge rapide et intelligente pour véhicules électriques. Ces stations sont particulièrement adaptées pour les zones urbaines à forte fréquentation (supermarchés, gares) ainsi que pour les flottes logistiques et de transport (camions, bus).
Après deux ans de R&D, l'entreprise a industrialisé son concept innovant et l'introduit sur le marché. Son offre intègre des innovations hardware et software qui permettent d'augmenter l'attractivité et la modularité de la station. Pourquoi recruter ? La roadmap jusqu'à fin 2024 est ambitieuse et compte sur de nouvelles recrues dynamiques, engagées dans la transition énergétique, autonomes, orientées vers la satisfaction des clients, dotées d'un excellent esprit d'analyse et de synthèse, et capables de travailler en harmonie dans une équipe. Au programme : diversification de la gamme de produits (fonctionnalités, modularité, ergonomie), adapter les produits aux marchés nord-américains et lancer de nouveaux sujets d'innovation.

Missions

- Gestion de l'infrastructure pour l'UE et les États-Unis
- Responsabilité de l'automatisation CI/CD
- Mise en place de nouveaux services
- Surveillance (Monitoring)
- Travailler dans un environnement exigeant
- Assurer la disponibilité de l'infrastructure
- Sécurité informatique (Cybersécurité)
- Proposition d'initiatives et d'améliorations

Profil recherché 

- Utilisation de Docker, Docker-Compose et Docker Swarm
- Expérience avec OVH, GCP et AWS
- Familiarité avec Grafana
- Maîtrise des protocoles TLS 1.2/1.3
- Utilisation de Gitlab et Gitlab CI
- Compétences en Shell et Scripting
- Expérience avec les systèmes d'exploitation Unix, Linux, MacOS et Raspi OS
- Programmation en NodeJS/Typescript",2024-01-18,2024-01-22,13 - AIX EN PROVENCE,M1403,Data analyst,CDI,,Temps plein,Cadre,Conseil pour les affaires et autres conseils de gestion,,,,43.541369,5.406124
51,9806081,Data engineer H/F,"Rejoignez une équipe 100% focalisée sur l'environnement Microsoft. Ils recherchent actuellement un Data Engineer en CDI pour rejoindre leur équipe dans leurs locaux à Lyon.
 La base
 * Contrat : CDI chez le client final
 * Activité : Agence spécialisée Data
 * Localisation : Lyon centre
 * Taille de l'entreprise : 50 personnes
 * Équipe Tech : 6 personnes
 La stack
 * C#
 * .Net
 * Microsoft Azure
 * Biztalk
 * SQL Server
 Les missions
 * Participer au développement et à la conception des solutions d'intégration de données
 * Participer à la migration de biztalk vers Microsoft Azure
 * Optimiser la stack existante d'une manière générale
 * Penser l'architecture de la solution (scalabilité, maintenances futures, flux d'échanges de données, problématiques de stockages à venir, etc.)
 Votre profil 
 * Formation : peu importe, seules vos compétences feront la différence
 * XP : minimum 1 an d'expérience en migration de données
 * Connaissances : C# et Microsoft Azure
 * Petits plus : maîtrise de l'anglais professionnel
 Le package 
 * Télétravail jusqu'à 3 jours
 * Une équipe accueillante qui vous fera évoluer
 * Matérielle (PC, Smartphone.) Swile, Transports
 * Locaux récents dans le centre de Lyon
 * Rémunération entre 36K€ et 45K€ + variable
 Type d'emploi : CDI
 Salaire : 36 000,00€ à 45 000,00€ par an
 Avantages :
 * RTT
 Types de primes et de gratifications :
 * Primes
 Lieu du poste : En présentiel",2024-01-18,2024-01-18,69,M1403,Data analyst,CDI,,,,,,,,,
52,9803036,PMO Data Risk F/H - Hesperie Conseil (H/F),"Nous cherchons pour notre client, un groupe bancaire à Paris, un PMO DATA RISK. 
 
 
 
Contexte :
 
 
 
Afin de se préparer au passage à la réglementation Bâle 4 / CRR3, notre client a lancé un programme composé de plusieurs streams.
 
Ces deux streams ont en charge :
 
- Le suivi de la qualité des données (analyse de l'existant, extension du catalogue de contrôles des données, analyse des origines de la mauvaise qualité des données, définition des plans de remédiation)
 
- Le Control framework B4 (revue de la gouvernance, extension de cette gouvernance à Bâle 4, .)
 
- La construction avec les différentes parties prenantes des solutions court terme et/ou cible nécessaires à la gestion des différents types de risque devant évoluer avec la réglementation Bâle 4, tout en s'appuyant largement sur les dispositifs existants
 
- La préparation et animation des workshops sur des sujets précis Bâle 4
 
- Le suivi des roadmaps d'implémentation et de remédiation des entités et des fonctions centrales
 
 
 
 
 
 
 
Responsabilités :
 
 
 
- Collecte des questions fonctionnelles Data et Build & Adapt chain en lien avec les initiatives Data management et Build & Adapt chain, transfert vers les SPOC internes B-Ready et animation des feedbacks vers les entités locales et/ou les sponsors
 
- Préparation de workshops opérationnels en lien avec les initiatives Data management et Build & Adapt chain
 
- Consolidation des roadmaps centrales et locales des streams Data et Adapt Chain
 
- Monitoring des engagements des équipes centrales et locales vis-à-vis des jalons des roadmaps
 
- Collecte des éléments budgétaires des stream Data et Adapt Chain
 
- Préparation des comités dont les équipes des stream Data et Adapt / Chain sont chairman dont le comité mensuel
 
- Préparation des contributions aux comités dont des feedbacks des streams Data et Adapt Chain sont attendus

- Autonomie : Excellent niveau (Obligatoire) - Capacité à obtenir rapidement un degré d'autonomie dans un environnement complexe.
 
- Gestion de sujets support & change : Excellent niveau (Obligatoire)
 
- Anglais : Bon niveau (Obligatoire) - Expérience de travail avec l'international.
 
- 12 ans d'expérience sur des fonctions similaires",2024-01-18,2024-01-18,75 - PARIS 03,M1403,Data analyst,CDI,,,,Conseil en systèmes et logiciels informatiques,,,,48.862489,2.359316
53,167XDYB,Gestionnaire de données bilingue anglais(F/H) (H/F),"Partnaire Beauvais recherche pour son client, un leader mondial dans la conception, la fabrication et la distribution d'équipements agricoles, un Gestionnaire Base de Données Bilingue Anglais (F/H) pour une mission d'intérim de 7 mois, dans le cadre d'un surcroît d'activité.

Au sein d'une des plus belles industries de la région et sous la responsabilité  du Product Offer Manager vous venez prêter un renfort indispensable aux équipes déjà en place .

 Cet accroissement d'activité est lié au développement des outils de configuration des tarifications produits sur SAP intervenant hors régions EME.

Les actions que vous réalisez font parties des éléments essentiels afin d'assurer la commercialisation des produits de l'entreprise et donc au développement du chiffre d'affaire.

A ce titre vos missions principales sont : 

-Assurer la création des listes de prix
-Assurer les mises à jour des données
-Assurer au quotidien la gestion de plusieurs gammes de produits au sein des systèmes SAP ET CPQ.
-S'assurer de la fiabilité des données et au besoin les corriger.

Vous participez également activement aux opérations de support et de maintenance des données auprès de nos partenaires dans le cadre du développement/lancement de SAP ( en majeur partie en Amérique du Nord et du Sud). Vous êtes issues d'une formation Bac+3 minimum et possédez une expérience de 2 à 3 ans sur un poste similaire en gestion de données.
Un bon niveau d'anglais est impératif (ORAL et ECRIT).

Votre aisance relationnelle vous permet de travailler en équipe et d'interagir avec d'autres services de l'entreprise. Vous faites preuves d'organisation, de rigueur et d'un esprit synthétique.

Au vu de l'accroissement de l'activité vous savez gérer les priorités, tenir des délais et savez gérer la pression que cela engendre.

Vous êtes à l'aise avec le Pack Office ( maitrise avancée d'Excel) et maitrisez la gestion de données sur divers ERP ( SAP, Sage, ETC...)

Ces compétences sont votre seconde nature   Alors vous êtes la personne que nous cherchons !

En un clic, rejoignez-nous pour une aventure pleine de défis !

Les avantages entreprise :

-Prime 13ème mois
-Restaurant d'entreprise


Les avantages Partnaire :

- Une mutuelle santé / une prévoyance
- Un CET, compte épargne temps qui rémunère votre épargne à 5%
- Des indemnités de fin de mission à hauteur de 10%
- Des chèques cadeaux parrainage jusqu'à 100 euros
- Un comité d'entreprise dès le premier mois de mission",2024-01-18,2024-01-20,60 - ALLONNE,M1403,Data analyst,MIS,"Annuel de 30000,00 Euros à 40000,00 Euros sur 12 mois",Temps plein,Agent de maîtrise,Activités des agences de travail temporaire,"[{'libelle': 'Anglais', 'exigence': 'S'}]",,,49.406403,2.116604
54,167WXCX,Consultant(e) Data Analyst / DataScientist (H/F),"Vous participerez aux évolutions de la solution de production de reporting comptables et financiers, depuis les phases de cadrage jusqu'à l'accompagnement des utilisateurs en production ainsi qu'aux activités de production (lancement des contrôles et support aux utilisateurs). 

La mission a pour objectif de concevoir la solution relative à la dataviz sur divers reportings (Dataiku, Tableau ). 

-	Conception et construction des actifs informatiques dédiés au management des données (Data préparation, Data visualisation)
-	Conception et développement du code ou des scripts qui s'appuient sur des données structurées et non-structurées en provenance de différentes sources et qui alimentent les actifs informatiques dédiés à l'exploitation des données
-	Participation aux campagnes de tests
-	Installation et configuration des logiciels requis dans le respect du cadre de référence
-	Maintenance des solutions et support 
-	Documentation des use cases et des développements effectués
-	Avec une dimension internationale 


Compétences attendues : 

Issu(e) d'une formation Bac +4/5 en Informatique, vous disposez de minimum 5 ans d'expérience.

-	Expertise études statistiques, datascience
-	Maitrise de l'outil DATAIKU (ou DATA IQ) : création de nouveaux modèles, construire les alertes   
-	Certification sur Dataiku est un plus
-	Connaissance de la comptabilité bancaire est un plus
-	Connaissance de Tableau Software / Power BI / SAP BI
-	Connaissances des environnements, Python, Big Data, Spark, SQL
-	Anglais courant (écrit et oral) nécessaire (environnement international)


Vous êtes particulièrement motivé(e) pour renforcer votre expertise dans les aspects organisationnels et métiers des systèmes d'information et souhaitez participer activement au développement d'une société de conseil, rejoignez-nous !",2024-01-17,2024-01-22,75 - PARIS 08,M1403,Data scientist,CDI,,Temps plein,Cadre,Conseil en systèmes et logiciels informatiques,"[{'libelle': 'Anglais', 'exigence': 'S'}]",,,48.873635,2.3116
